i#	Name	Team	GS	G	IP	W	L	QS	SV	HLD	H	ER	HR	SO	BB	WHIP	K/9	BB/9	ERA	FIP	WAR	RA9-WAR	ADP
1391	Nick Anderson	ATH	0	39	41.1	2	2		0	1	43	22	7	38	17	1.45	8.28	3.70	4.79	4.81	-0.1	-0.2	999.0
1392	Magnus Ellerts	CLE	0	35	44.0	2	2		0	0	40	21	6	45	23	1.43	9.20	4.70	4.30	4.57	-0.1	-0.1	999.0
1393	Devin Sweet	BOS	2	43	52.0	3	3		0	0	53	28	7	43	24	1.48	7.44	4.15	4.85	4.79	-0.1	-0.1	999.0
1394	Saul Garcia	NYM	4	31	51.0	3	5		0	0	47	29	7	51	29	1.49	9.00	5.12	5.12	4.92	-0.1	-0.3	999.0
1395	Eduarniel Núñez	ATH	0	44	50.2	3	4		1	6	45	26	6	52	32	1.52	9.23	5.68	4.62	4.81	-0.1	-0.1	999.0
1396	Tyler Zuber	MIA	1	36	41.2	2	2		0	0	42	22	6	38	20	1.49	8.20	4.32	4.75	4.69	-0.1	-0.1	999.0
1397	Chad Green		0	39	38.1	2	3		0	0	40	20	7	32	13	1.38	7.52	3.05	4.70	4.94	-0.1	-0.2	999.0
1398	Jake Higginbotham		0	40	57.1	4	5		0	0	58	29	8	50	23	1.41	7.85	3.61	4.55	4.51	-0.1	-0.2	999.0
1399	Domingo Gonzalez	SEA	2	41	58.2	3	3		0	0	54	29	7	52	26	1.36	7.97	3.99	4.45	4.55	-0.1	-0.2	999.0
1400	Junior Santos		6	39	66.0	4	7		0	0	72	38	8	42	32	1.58	5.73	4.36	5.18	4.98	-0.1	-0.3	999.0
1401	Tanner Kohlhepp	DET	1	29	37.1	2	3		0	0	37	21	4	32	21	1.55	7.72	5.07	5.07	4.82	-0.1	-0.3	999.0
1402	Ryan Boyer		0	32	47.1	0	1		0	0	46	24	7	40	16	1.31	7.61	3.04	4.57	4.70	-0.1	-0.2	999.0
1403	Jordan Weems	LAD	0	44	50.0	3	3		0	0	49	26	7	43	24	1.46	7.74	4.32	4.68	4.80	-0.1	-0.2	999.0
1404	Ben Bowden	ATH	0	39	43.1	1	2		0	0	41	22	6	39	22	1.45	8.11	4.57	4.57	4.73	-0.1	-0.1	999.0
1405	Reggie Crawford	SFG	6	15	19.0	0	1		0	0	18	11	3	19	10	1.47	9.00	4.74	5.21	5.40	-0.1	-0.1	999.0
1406	Rafael Montero	NYY	0	52	49.1	2	2		0	1	46	25	6	45	26	1.46	8.22	4.75	4.56	4.60	-0.1	-0.2	999.0
1407	Brian Fitzpatrick	MIL	2	29	51.0	3	4		0	0	50	27	8	46	23	1.43	8.12	4.06	4.76	4.84	-0.1	-0.1	999.0
1408	Cameron Cotter		0	29	39.0	2	3		0	0	43	20	5	26	12	1.41	6.00	2.77	4.62	4.47	-0.1	-0.2	999.0
1409	George Soriano	STL	2	46	69.2	3	3		0	5	65	36	10	68	28	1.33	8.78	3.62	4.65	4.51	-0.1	-0.1	999.0
1410	Nick Fraze		11	21	56.0	2	3		0	0	57	31	8	41	22	1.41	6.59	3.54	4.98	5.14	-0.1	-0.3	999.0
1411	Ryan Garcia		13	21	68.1	3	6		0	0	68	43	11	56	38	1.55	7.38	5.01	5.67	5.43	-0.1	-0.5	999.0
1412	Steven Wilson	TBR	0	55	53.1	2	2		0	7	46	28	9	52	24	1.31	8.78	4.05	4.73	4.90	-0.1	-0.2	999.0
1413	Houston Roth		3	30	55.0	4	5		0	0	55	30	8	47	26	1.47	7.69	4.25	4.91	4.90	-0.1	-0.2	999.0
1414	Jason Blanchard	SDP	1	31	43.2	2	3		0	0	43	23	6	39	21	1.46	8.03	4.32	4.74	4.71	-0.1	-0.2	999.0
1415	Ryan Zeferjahn	LAA	1	50	55.0	4	4		1	13	47	28	8	63	30	1.40	10.31	4.91	4.58	4.70	-0.1	-0.1	999.0
1416	Nick Krauth	TEX	10	19	69.1	3	6		0	0	75	44	10	39	27	1.47	5.06	3.51	5.71	5.40	-0.1	-0.7	999.0
1417	Stevie Emanuels	ATH	3	35	53.1	3	5		0	0	51	30	7	50	33	1.58	8.44	5.57	5.07	4.99	-0.1	-0.2	999.0
1418	Nick Vespi		0	33	38.0	1	2		0	0	40	21	5	30	17	1.50	7.11	4.03	4.97	4.77	-0.1	-0.3	999.0
1419	Zach Brzykcy	MIA	0	45	46.0	2	2		0	0	43	24	6	46	23	1.43	9.00	4.50	4.70	4.53	-0.1	-0.1	999.0
1420	Nick Robertson	LAD	0	41	47.2	2	1		0	0	48	27	7	44	23	1.49	8.30	4.34	5.09	4.77	-0.1	-0.4	999.0
1421	Yosber Sanchez	DET	0	33	43.1	3	4		0	0	44	23	5	35	22	1.52	7.27	4.57	4.78	4.68	-0.1	-0.3	999.0
1422	Antonio Jimenez	SFG	5	30	58.1	3	3		0	0	59	30	8	49	28	1.49	7.56	4.32	4.63	4.83	-0.1	0.1	999.0
1423	Evan Gates	PHI	1	38	59.0	2	3		0	0	61	33	9	52	27	1.49	7.93	4.12	5.03	4.78	-0.1	-0.4	999.0
1424	Luis Contreras		0	45	50.2	2	3		0	0	47	27	7	48	25	1.42	8.52	4.44	4.79	4.75	-0.1	-0.3	999.0
1425	Brody Rodning		2	22	25.1	1	2		0	0	25	14	4	26	15	1.58	9.25	5.34	4.98	5.15	-0.1	-0.1	999.0
1426	Michael Cuevas		12	28	72.0	4	6		0	0	80	43	9	44	35	1.60	5.50	4.38	5.38	5.29	-0.1	-0.2	999.0
1427	Jonathan Brand	TEX	0	30	47.1	3	3		0	0	45	26	7	40	19	1.35	7.61	3.62	4.95	4.70	-0.1	-0.4	999.0
1428	Brady Choban	LAA	0	45	50.0	3	5		0	0	52	28	6	34	19	1.42	6.12	3.42	5.04	4.72	-0.1	-0.4	999.0
1429	Jake Walkinshaw	MIA	5	27	46.0	2	4		0	0	52	27	7	27	18	1.52	5.28	3.52	5.28	5.24	-0.1	-0.2	999.0
1430	Austin Schulfer	PHI	1	30	38.2	2	2		0	0	40	21	5	28	17	1.47	6.51	3.95	4.88	4.92	-0.1	-0.2	999.0
1431	Peter Strzelecki	MIL	0	33	37.1	2	2		0	0	37	20	5	31	17	1.45	7.48	4.10	4.83	4.82	-0.1	-0.3	999.0
1432	Zach Agnos	COL	0	41	43.2	2	3		0	4	44	24	7	35	17	1.40	7.21	3.50	4.94	4.85	-0.1	0.0	999.0
1433	Ryan Loutos	SEA	0	46	56.0	3	3		0	1	55	28	7	48	23	1.39	7.71	3.70	4.50	4.39	-0.1	-0.3	999.0
1434	Micah Dallas	ATH	1	36	46.0	3	4		0	0	50	25	8	33	13	1.37	6.46	2.54	4.89	4.87	-0.1	-0.2	999.0
1435	Sean Poppen		1	27	35.2	2	4		0	0	35	19	4	30	17	1.46	7.56	4.29	4.79	4.68	-0.1	-0.4	999.0
1436	Ryder Ryan	LAD	2	39	57.2	3	4		0	1	61	29	7	42	25	1.49	6.55	3.90	4.52	4.76	-0.1	0.1	999.0
1437	Brandon Neeck	PIT	3	34	42.2	3	5		0	0	43	23	5	33	22	1.52	6.96	4.64	4.85	4.94	-0.1	-0.1	999.0
1438	Orlando Ribalta	WSN	0	34	36.1	1	1		0	1	36	20	5	34	20	1.54	8.43	4.96	4.96	4.87	-0.1	-0.3	999.0
1439	Lucas Wepf	LAD	0	31	37.2	2	3		0	0	36	22	6	38	18	1.43	9.07	4.30	5.25	4.86	-0.1	-0.4	999.0
1440	Carlos Guzman	NYM	4	34	55.0	3	5		0	0	55	31	8	46	25	1.45	7.53	4.09	5.07	4.94	-0.1	-0.4	999.0
1441	Albert Abreu		1	25	32.2	1	1		0	0	33	20	4	27	20	1.62	7.43	5.50	5.50	5.18	-0.1	-0.3	999.0
1442	Jordan Marks		2	29	41.0	1	3		0	0	44	23	6	27	15	1.44	5.93	3.29	5.05	4.96	-0.1	-0.3	999.0
1443	Logan Whitaker	MIN	0	23	34.0	2	2		0	0	37	18	5	24	12	1.44	6.35	3.18	4.76	4.78	-0.1	-0.1	999.0
1444	Rolddy Muñoz	ATL	3	37	56.1	3	2		0	1	55	29	7	50	28	1.47	7.99	4.48	4.64	4.68	-0.1	0.1	999.0
1445	A.J. Block		1	31	46.1	2	3		0	0	46	27	6	42	23	1.49	8.16	4.47	5.25	4.88	-0.1	-0.4	999.0
1446	Andrew Vasquez		2	29	41.0	2	4		0	0	42	24	6	33	15	1.39	7.24	3.29	5.27	5.04	-0.1	-0.4	999.0
1447	Kelvin Cáceres	LAA	1	32	42.1	2	2		0	0	40	24	5	40	24	1.51	8.51	5.11	5.11	4.91	-0.1	-0.3	999.0
1448	Yency Almonte		0	30	30.1	1	2		0	0	26	15	4	29	15	1.35	8.61	4.46	4.46	4.72	-0.1	0.0	999.0
1449	Nick Mikolajchak		0	30	32.1	2	2		0	0	33	17	4	24	16	1.52	6.69	4.46	4.74	4.75	-0.1	-0.2	999.0
1450	Gavin Hollowell	CHC	0	36	42.1	2	3		0	1	38	22	5	41	21	1.39	8.72	4.47	4.68	4.51	-0.1	-0.2	999.0
1451	Carter Spivey	CLE	13	18	66.0	2	3		0	0	72	37	10	41	30	1.55	5.59	4.09	5.05	5.41	-0.1	0.0	999.0
1452	Michael Stryffeler		0	29	33.0	1	2		0	0	33	17	4	29	17	1.52	7.91	4.64	4.64	4.59	-0.1	-0.1	999.0
1453	Patrick Weigel	COL	1	30	35.0	3	4		0	0	33	19	5	33	17	1.43	8.49	4.37	4.89	4.91	-0.1	-0.2	999.0
1454	Bryan Magdaleno	TEX	0	41	41.0	2	2		0	0	37	21	5	41	23	1.46	9.00	5.05	4.61	4.77	-0.1	-0.2	999.0
1455	Isaiah Campbell	ARI	0	42	56.0	6	5		0	1	60	27	7	38	18	1.39	6.11	2.89	4.34	4.53	-0.1	0.1	999.0
1456	Sam Long	KCR	1	47	52.1	3	4		0	0	52	28	7	43	26	1.49	7.40	4.47	4.82	4.84	-0.1	-0.2	999.0
1457	Anthony Simonelli	KCR	2	29	47.0	2	3		0	0	47	25	7	41	22	1.47	7.85	4.21	4.79	4.92	-0.1	-0.1	999.0
1458	Kyle Nelson	ARI	1	45	38.0	2	3		0	0	38	20	6	32	16	1.42	7.58	3.79	4.74	4.85	-0.1	-0.1	999.0
1459	Levi Stoudt	PHI	11	25	64.2	4	6		0	0	71	39	11	44	28	1.53	6.12	3.89	5.43	5.42	-0.1	-0.2	999.0
1460	Carter Rustad	BAL	1	31	48.0	1	3		0	0	49	27	7	36	20	1.44	6.75	3.75	5.06	4.97	-0.2	-0.4	999.0
1461	Ryan Rolison	CHC	3	41	62.0	2	3		0	1	63	32	9	47	23	1.39	6.82	3.34	4.65	4.67	-0.2	-0.1	999.0
1462	Mason Hickman		2	26	41.0	2	4		0	0	40	21	6	38	22	1.51	8.34	4.83	4.61	4.94	-0.2	-0.1	999.0
1463	Carlos Vargas	SEA	0	60	65.2	4	4		0	10	65	31	7	49	24	1.35	6.71	3.29	4.25	4.31	-0.2	-0.3	999.0
1464	Miguel Mendez	SDP	20	20	83.0	5	8		0	0	81	50	12	65	43	1.49	7.05	4.66	5.42	5.44	-0.2	-0.3	999.0
1465	Ricardo Velez	TEX	1	32	53.0	3	5		0	0	52	30	7	41	23	1.42	6.96	3.91	5.09	4.83	-0.2	-0.4	999.0
1466	Rhett Kouba	HOU	8	29	74.2	3	5		0	0	79	41	10	49	35	1.53	5.90	4.22	4.94	5.17	-0.2	-0.1	999.0
1467	Rodolfo Martinez		0	28	32.1	3	4		0	0	33	17	4	26	16	1.52	7.24	4.46	4.74	4.81	-0.2	-0.2	999.0
1468	Nick Jones	LAA	2	35	48.1	2	3		0	0	50	28	7	40	22	1.49	7.45	4.10	5.22	4.98	-0.2	-0.4	999.0
1469	Joey Danielson	TEX	0	43	50.1	3	4		0	0	49	28	7	43	24	1.45	7.69	4.29	5.01	4.73	-0.2	-0.5	999.0
1470	Joel Cesar		0	22	29.0	2	4		0	0	31	17	4	23	13	1.52	7.14	4.03	5.28	4.89	-0.2	-0.3	999.0
1471	Josh Ekness	MIA	0	46	54.1	2	4		0	0	51	28	6	49	25	1.40	8.12	4.14	4.64	4.65	-0.2	-0.1	999.0
1472	Justin Garza	NYM	1	38	43.1	2	4		0	0	46	26	7	34	17	1.45	7.07	3.53	5.40	4.98	-0.2	-0.6	999.0
1473	Randy Labaut		2	28	45.1	3	4		0	0	46	23	6	36	24	1.55	7.15	4.77	4.57	4.92	-0.2	0.1	999.0
1474	John Curtiss	ARI	1	44	52.1	3	3		0	0	54	25	8	41	15	1.32	7.06	2.58	4.30	4.47	-0.2	0.1	999.0
1475	Alexander Alberto	CHW	1	34	40.0	1	3		0	0	39	24	5	35	21	1.50	7.88	4.73	5.40	5.04	-0.2	-0.5	999.0
1476	Tyler Mattison	DET	2	34	37.1	3	3		0	0	37	20	6	34	19	1.50	8.20	4.58	4.83	5.01	-0.2	-0.2	999.0
1477	Carter Loewen	SDP	1	28	33.1	1	1		0	0	32	18	5	30	16	1.44	8.11	4.32	4.86	4.91	-0.2	-0.2	999.0
1478	Francis Pena	SDP	0	41	50.1	4	4		0	0	49	25	6	42	24	1.45	7.51	4.29	4.47	4.63	-0.2	-0.1	999.0
1479	Wilmy Sanchez	HOU	0	42	59.1	3	2		0	0	56	29	8	57	33	1.50	8.65	5.01	4.40	4.64	-0.2	-0.1	999.0
1480	Blake Holub	MIL	0	39	44.0	3	3		0	0	42	23	6	40	23	1.48	8.18	4.70	4.70	4.73	-0.2	-0.2	999.0
1481	Jacob Wallace	ATL	1	34	43.2	3	3		0	0	41	23	6	43	24	1.49	8.86	4.94	4.74	4.74	-0.2	-0.1	999.0
1482	Trey McGough	NYM	1	24	43.0	2	3		0	0	43	24	6	35	22	1.51	7.33	4.60	5.02	4.86	-0.2	-0.3	999.0
1483	Ryan Bourassa	ATL	0	34	42.2	2	3		0	0	38	22	6	43	22	1.41	9.06	4.64	4.64	4.63	-0.2	-0.1	999.0
1484	Paul Gervase	LAD	1	43	57.1	3	4		0	1	50	31	9	62	30	1.40	9.74	4.71	4.87	4.79	-0.2	-0.3	999.0
1485	Gerardo Carrillo	ARI	0	38	42.2	2	3		0	0	41	20	5	38	18	1.38	8.01	3.79	4.22	4.56	-0.2	0.1	999.0
1486	Jose Adames		0	28	32.0	2	3		0	0	30	19	4	32	20	1.56	9.00	5.63	5.34	5.01	-0.2	-0.4	999.0
1487	Oddanier Mosqueda	PIT	0	50	59.1	4	5		0	0	55	29	7	54	27	1.38	8.20	4.10	4.40	4.62	-0.2	0.1	999.0
1488	Nolan Clenney		0	23	41.0	2	2		0	0	42	22	5	31	18	1.46	6.80	3.95	4.83	4.67	-0.2	-0.3	999.0
1489	Evan Shawver	COL	3	31	48.2	1	2		0	0	54	30	7	35	25	1.62	6.47	4.62	5.54	5.29	-0.2	-0.1	999.0
1490	Hunter Parsons		0	24	34.1	2	3		0	0	32	19	5	34	17	1.43	8.92	4.46	4.99	4.80	-0.2	-0.4	999.0
1491	Evan Kravetz		2	29	43.0	2	3		0	0	45	26	7	36	22	1.56	7.53	4.60	5.44	5.25	-0.2	-0.3	999.0
1492	Joe La Sorsa	PIT	0	50	57.1	2	3		0	0	59	27	7	40	19	1.36	6.28	2.98	4.24	4.53	-0.2	0.2	999.0
1493	Troy Taylor	SEA	0	55	52.2	3	3		0	4	49	27	7	50	24	1.39	8.54	4.10	4.61	4.62	-0.2	-0.4	999.0
1494	Christopher Troye		0	25	35.0	2	2		0	0	33	19	4	33	23	1.60	8.49	5.91	4.89	4.88	-0.2	-0.2	999.0
1495	Peyton Alford	SEA	0	39	48.1	3	4		0	0	44	24	6	46	24	1.41	8.57	4.47	4.47	4.52	-0.2	-0.3	999.0
1496	Sean Harney	ARI	4	23	37.2	1	1		0	0	40	20	5	26	17	1.51	6.21	4.06	4.77	5.07	-0.2	0.0	999.0
1497	Jacob Webb	BOS	2	32	52.2	3	5		0	0	54	30	7	41	26	1.52	7.00	4.44	5.12	4.96	-0.2	-0.2	999.0
1498	Will Childers	MIL	1	45	55.0	3	4		0	0	53	29	8	49	27	1.45	8.02	4.42	4.75	4.77	-0.2	-0.2	999.0
1499	Jack Neely	CHC	0	34	41.1	2	1		0	1	37	21	6	43	21	1.40	9.37	4.58	4.58	4.68	-0.2	-0.2	999.0
1500	Alan Busenitz		1	30	38.1	2	4		0	0	44	24	7	27	13	1.49	6.34	3.05	5.64	5.20	-0.2	-0.4	999.0
1501	Eduardo Salazar		4	48	68.2	2	4		0	0	75	38	8	50	32	1.56	6.55	4.19	4.98	4.85	-0.2	-0.3	999.0
1502	Victor Lizarraga	SDP	21	23	89.1	5	8		0	0	92	55	14	68	47	1.56	6.85	4.74	5.54	5.43	-0.2	-0.5	999.0
1503	Matt Seelinger	DET	0	39	49.2	3	4		0	0	50	26	8	45	22	1.45	8.15	3.98	4.71	4.74	-0.2	-0.2	999.0
1504	Jackson Lancaster	TBR	0	27	40.0	2	4		0	0	41	22	6	32	17	1.45	7.20	3.83	4.95	4.91	-0.2	-0.3	999.0
1505	William Fleming		13	24	77.0	3	5		0	0	86	44	12	46	26	1.45	5.38	3.04	5.14	5.17	-0.2	-0.5	999.0
1506	Robinson Martínez	NYM	0	26	31.0	1	1		0	0	30	17	4	29	17	1.52	8.42	4.94	4.94	4.88	-0.2	-0.2	999.0
1507	Tayler Scott	ATL	0	41	45.1	3	4		0	0	45	23	6	42	22	1.48	8.34	4.37	4.57	4.59	-0.2	-0.1	999.0
1508	Kade Bragg	MIA	0	40	58.0	4	5		0	0	53	30	8	57	28	1.40	8.84	4.34	4.66	4.67	-0.2	-0.1	999.0
1509	Tyler Owens	DET	3	32	44.2	2	3		0	0	47	25	6	32	21	1.52	6.44	4.23	5.03	4.99	-0.2	-0.2	999.0
1510	Ryan Hendrix		0	33	39.2	4	3		0	0	37	19	4	37	21	1.46	8.39	4.76	4.31	4.62	-0.2	0.0	999.0
1511	Jared Southard	LAA	0	43	55.1	2	3		0	0	56	30	8	47	22	1.41	7.65	3.58	4.88	4.78	-0.2	-0.3	999.0
1512	Drew Smith		0	37	35.2	2	3		0	0	34	19	6	36	17	1.43	9.08	4.29	4.79	4.82	-0.2	-0.3	999.0
1513	Jack Snyder	TBR	0	26	35.1	2	2		0	0	38	20	5	27	17	1.56	6.88	4.33	5.10	4.98	-0.2	-0.4	999.0
1514	Jimmy Burnette	TOR	0	32	35.2	2	3		0	0	32	19	4	34	21	1.48	8.57	5.29	4.79	4.96	-0.2	-0.3	999.0
1515	Zach Pop	PHI	0	41	40.1	2	3		0	7	43	23	6	31	14	1.41	6.92	3.13	5.14	4.80	-0.2	-0.3	999.0
1516	Marques Johnson	SFG	0	39	49.0	2	3		0	0	46	25	6	48	27	1.49	8.82	4.96	4.59	4.54	-0.2	-0.2	999.0
1517	Chris Wright		1	30	34.2	3	3		0	0	32	18	4	33	22	1.56	8.56	5.71	4.67	4.81	-0.2	-0.1	999.0
1518	Chay Yeager	TOR	1	40	48.0	4	5		0	0	46	26	7	41	22	1.42	7.69	4.13	4.88	4.95	-0.2	-0.3	999.0
1519	Amilcar Chirinos	HOU	2	35	45.2	1	3		0	0	45	25	7	41	23	1.49	8.07	4.53	4.92	4.97	-0.2	-0.3	999.0
1520	Yunior Marte	CIN	0	39	38.1	1	3		0	1	40	23	6	33	18	1.51	7.75	4.23	5.40	5.09	-0.2	-0.4	999.0
1521	Raul Brito	MIN	0	39	55.1	3	5		0	0	55	30	7	48	26	1.46	7.81	4.23	4.88	4.73	-0.2	-0.3	999.0
1522	J.P. Feyereisen	LAD	2	25	31.1	2	3		0	0	34	19	6	22	11	1.44	6.33	3.16	5.46	5.28	-0.2	-0.4	999.0
1523	Sam Ryan	MIN	2	39	62.1	3	5		0	0	66	35	8	47	30	1.54	6.79	4.33	5.06	4.88	-0.2	-0.4	999.0
1524	Alaska Abney	CLE	0	30	36.2	2	2		0	0	36	19	5	30	15	1.39	7.36	3.68	4.66	4.82	-0.2	-0.2	999.0
1525	Nicholas Padilla		1	34	40.0	3	3		0	0	39	23	5	35	24	1.58	7.88	5.40	5.18	5.04	-0.2	-0.3	999.0
1526	Juan Mercedes		13	18	75.0	3	6		0	0	83	43	13	49	27	1.47	5.88	3.24	5.16	5.28	-0.2	0.0	999.0
1527	Zack Weiss		0	34	50.0	2	2		0	0	49	27	7	47	24	1.46	8.46	4.32	4.86	4.64	-0.2	-0.3	999.0
1528	Tyler Cleveland	SEA	6	33	63.2	3	5		0	0	64	35	10	48	21	1.33	6.78	2.97	4.95	4.94	-0.2	-0.5	999.0
1529	Danny Wirchansky	SEA	11	22	68.0	3	3		0	0	74	39	10	41	29	1.51	5.43	3.84	5.16	5.21	-0.2	-0.4	999.0
1530	Erasmo Ramírez		1	34	50.0	2	3		0	0	56	27	8	36	15	1.42	6.48	2.70	4.86	4.80	-0.2	-0.2	999.0
1531	Carlos Tavera	BAL	8	19	53.2	2	4		0	0	56	32	9	43	29	1.58	7.21	4.86	5.36	5.44	-0.2	-0.4	999.0
1532	Nick Morreale		3	28	51.0	3	3		0	0	56	28	7	34	19	1.47	6.00	3.35	4.94	4.88	-0.2	-0.2	999.0
1533	Fineas Del Bonta-Smith		1	23	35.0	1	2		0	0	39	19	5	23	14	1.51	5.91	3.60	4.89	5.05	-0.2	-0.1	999.0
1534	Gabriel Yanez		0	36	53.0	3	4		0	0	59	28	8	39	18	1.45	6.62	3.06	4.75	4.76	-0.2	-0.3	999.0
1535	Brandon Hughes		1	36	43.0	3	3		0	0	40	23	7	42	18	1.35	8.79	3.77	4.81	4.83	-0.2	-0.2	999.0
1536	Cooper Adams	BOS	2	28	62.1	3	3		0	0	66	35	9	46	25	1.46	6.65	3.61	5.06	4.98	-0.2	-0.3	999.0
1537	Austin Vernon	TBR	3	31	51.1	3	4		0	0	49	29	8	49	30	1.54	8.60	5.26	5.09	5.18	-0.2	-0.3	999.0
1538	Tanner Burns	CLE	5	29	54.2	3	3		0	0	56	29	8	42	28	1.54	6.91	4.61	4.77	5.15	-0.2	0.0	999.0
1539	Hunter Gregory	TOR	3	36	54.0	2	3		0	0	54	31	8	45	27	1.50	7.50	4.50	5.17	5.12	-0.2	-0.5	999.0
1540	Woo-Suk Go	DET	2	34	41.2	2	3		0	0	44	24	6	33	21	1.56	7.12	4.53	5.18	5.08	-0.2	-0.4	999.0
1541	Bradley Hanner	NYY	0	40	49.0	4	5		0	0	45	27	7	46	23	1.39	8.45	4.22	4.96	4.89	-0.2	-0.4	999.0
1542	Michael Dominguez		13	20	62.2	2	4		0	0	62	37	11	53	36	1.56	7.61	5.17	5.31	5.64	-0.2	-0.2	999.0
1543	Ben Simon	NYM	0	33	45.1	2	4		0	0	46	25	6	35	17	1.39	6.95	3.38	4.97	4.77	-0.2	-0.4	999.0
1544	Cy Nielson	PIT	2	37	52.0	2	4		0	0	51	28	6	45	26	1.48	7.79	4.50	4.85	4.92	-0.2	-0.1	999.0
1545	Hunter Hoopes	MIN	0	40	44.2	4	6		0	0	41	25	6	43	20	1.36	8.66	4.03	5.03	4.84	-0.2	-0.4	999.0
1546	Noah Song	BOS	4	26	45.2	1	3		0	0	48	27	7	37	24	1.58	7.29	4.73	5.32	5.28	-0.2	-0.2	999.0
1547	Jeisson Cabrera	BAL	0	32	37.0	2	2		0	0	35	20	5	36	21	1.51	8.76	5.11	4.86	4.89	-0.2	-0.3	999.0
1548	Misael Tamarez	SDP	6	36	75.0	3	4		0	0	75	42	11	60	36	1.48	7.20	4.32	5.04	5.04	-0.2	-0.3	999.0
1549	Luis Pacheco		0	31	34.0	2	2		0	0	35	19	5	25	15	1.47	6.62	3.97	5.03	5.08	-0.2	-0.4	999.0
1550	Florencio Serrano		3	18	38.0	2	2		0	0	42	24	6	21	15	1.50	4.97	3.55	5.68	5.42	-0.2	-0.5	999.0
1551	Carlos Duran	LAD	7	30	56.1	2	2		0	0	56	36	9	51	36	1.63	8.15	5.75	5.75	5.64	-0.2	-0.6	999.0
1552	Ryan Cusick	PHI	10	29	55.0	2	4		0	0	56	34	9	46	31	1.58	7.53	5.07	5.56	5.50	-0.2	-0.3	999.0
1553	Justin Dunn		12	16	50.2	3	7		0	0	51	31	8	39	27	1.54	6.92	4.79	5.50	5.66	-0.2	-0.2	999.0
1554	Leonardo Pestana		3	27	39.0	2	2		0	0	38	23	6	36	23	1.56	8.31	5.31	5.31	5.37	-0.2	-0.4	999.0
1555	Zane Russell	ARI	0	43	45.1	4	5		0	0	45	23	6	38	22	1.48	7.55	4.37	4.57	4.64	-0.2	-0.1	999.0
1556	Gavin Collyer	TEX	3	40	59.1	3	6		0	0	53	35	8	60	35	1.48	9.11	5.31	5.31	5.04	-0.2	-0.6	999.0
1557	Joey Mancini	HOU	12	24	102.1	4	5		0	0	112	59	16	62	39	1.48	5.45	3.43	5.19	5.36	-0.2	-0.3	999.0
1558	Nick Hull	CHC	5	29	61.1	2	3		0	0	62	34	9	47	28	1.47	6.90	4.11	4.99	5.08	-0.2	-0.2	999.0
1559	Luis Mey	CIN	0	54	53.0	3	6		0	1	49	31	7	52	34	1.57	8.83	5.77	5.26	5.10	-0.2	-0.4	999.0
1560	Kaleb Bowman	MIL	0	34	42.1	2	3		0	0	42	23	6	34	17	1.39	7.23	3.62	4.89	4.86	-0.2	-0.3	999.0
1561	Justin Yeager	SDP	0	45	46.2	2	4		0	0	45	25	6	40	24	1.48	7.71	4.63	4.82	4.76	-0.2	-0.3	999.0
1562	Jared Kelley	CHW	3	32	50.0	2	3		0	0	52	29	7	40	30	1.64	7.20	5.40	5.22	5.28	-0.2	-0.4	999.0
1563	Gerald Ogando	BAL	0	33	45.0	1	2		0	0	43	25	6	40	21	1.42	8.00	4.20	5.00	4.82	-0.2	-0.4	999.0
1564	Triston McKenzie	SDP	17	23	84.2	4	6		0	1	81	48	16	81	45	1.49	8.61	4.78	5.10	5.34	-0.2	-0.1	999.0
1565	Alec Barger		0	32	35.1	1	3		0	0	38	21	5	27	18	1.59	6.88	4.59	5.35	5.23	-0.2	-0.2	999.0
1566	Matt Turner	NYM	3	36	51.1	1	2		0	0	51	29	7	42	25	1.48	7.37	4.39	5.09	5.03	-0.2	-0.3	999.0
1567	Ryan Och	SDP	0	39	46.1	2	2		0	0	43	24	6	43	25	1.47	8.36	4.86	4.67	4.78	-0.2	-0.3	999.0
1568	Jesse Hahn	TOR	0	34	34.1	1	2		0	0	35	18	4	28	16	1.49	7.35	4.20	4.72	4.68	-0.2	-0.3	999.0
1569	Ike Buxton		11	17	57.0	3	5		0	0	61	34	8	36	30	1.60	5.68	4.74	5.37	5.59	-0.2	-0.1	999.0
1570	Andrew Bechtold	PHI	0	34	35.1	1	2		0	0	35	21	5	33	22	1.61	8.41	5.61	5.35	5.06	-0.2	-0.4	999.0
1571	Tyler Jay	MIL	0	29	35.1	2	2		0	0	37	19	5	27	15	1.47	6.88	3.82	4.84	4.98	-0.2	-0.3	999.0
1572	Daison Acosta	SDP	1	41	48.2	3	4		0	0	44	25	7	50	28	1.48	9.24	5.17	4.62	4.86	-0.2	-0.2	999.0
1573	Daniel Lloyd	BAL	4	29	59.0	4	6		0	0	64	33	9	40	24	1.49	6.10	3.66	5.03	5.14	-0.2	-0.4	999.0
1574	Jimmy Kingsbury	SEA	3	37	58.1	3	3		0	0	59	30	8	42	19	1.34	6.48	2.93	4.63	4.82	-0.2	-0.2	999.0
1575	Dylan Heid	BAL	0	25	36.1	2	2		0	0	36	20	5	31	20	1.54	7.69	4.96	4.96	4.95	-0.2	-0.4	999.0
1576	Fernando Sanchez	SDP	3	29	64.0	3	5		0	0	66	35	9	50	28	1.47	7.03	3.94	4.92	4.99	-0.2	-0.3	999.0
